"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"tinzaparin_300_Following_Total_Knee_Replacement","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","14 days","false"
"tinzaparin_300_Following_Total_Knee_Replacement","Request_Detail__c","string_value__c","does not contain","4.0","manual.diagnosis","associated with cancer","false"
"tinzaparin_300_Following_Total_Knee_Replacement","Request_Detail__c","string_value__c","equals","3.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","tkr","false"
"tinzaparin_400_Following_Total_Hip_Replacement","Request_Detail__c","string_value__c","equals","3.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","thr","false"
"tinzaparin_400_Following_Total_Hip_Replacement","Case","status","equals","1.0","","approved","false"
"tinzaparin_400_Following_Total_Hip_Replacement","Request_Detail__c","string_value__c","does not contain","4.0","manual.diagnosis","associated with cancer","false"
"tinzaparin_400_Following_Total_Hip_Replacement","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","35 days","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Request_Detail__c","string_value__c","does not contain","5.0","manual.diagnosis","associated with cancer","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Case","status","equals","1.0","","approved","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","3 months","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Request_Detail__c","string_value__c","equals","3.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","concurrent","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Request_Detail__c","string_value__c","contains","4.0","tinzaparinLMWH1.criteriaWell.treatmentOfVenousThromboembolism","failureOnOralAnticoagulantTherapyIERecurrence","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis","associated with cancer","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Request_Detail__c","string_value__c","equals","5.0","tinzaparinLMWH1.criteriaWell.IndicationForRequestedMedication","VTEcancer","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Request_Detail__c","string_value__c","equals","3.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","pregnancy","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Case","status","equals","1.0","","approved","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","associated with pregnancy","false"
"tiopronin_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"tizan_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tizan_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tobi_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tobi_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tobramycin300nebsExceptional_1_Payload_for_approval","Case","status","equals","1.0","","Approved","false"
"tociliz_15_Assign_to_MS_Queue","Request_Detail__c","string_value__c","contains","2.0","tocilizumab1.selectDiagnosis","NMOSD","false"
"tociliz_15_Assign_to_MS_Queue","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","NMOSD","false"
"tociliz_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tociliz_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","2.0","tocilizumab1.selectDiagnosis","other","false"
"tociliz_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","other","false"
"tofacitinib_10_route_to_IBD_queue_for_IBD_indications","Request_Detail__c","string_value__c","equals","2.0","tofacitinib1.selectDiagnosis","UC","false"
"tofacitinib_10_route_to_IBD_queue_for_IBD_indications","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","colitis","false"
"tofacitinib_20_route_to_AR_off_label_queue_for_other_dx","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","other","false"
"tofacitinib_20_route_to_AR_off_label_queue_for_other_dx","Request_Detail__c","string_value__c","equals","2.0","tofacitinib1.selectDiagnosis","other","false"
"tofacitinib_30_initial_IBD_payload_56_days_RDP_9901_0359","Request_Detail__c","string_value__c","equals","2.0","tofacitinib1.UCInitialRenewal","initialRequest10MgTwiceDailyFor8Weeks","false"
"tofacitinib_30_initial_IBD_payload_56_days_RDP_9901_0359","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"tofacitinib_30_initial_IBD_payload_56_days_RDP_9901_0359","Case","status","equals","1.0","","approved","false"
"tofacitinib_30_initial_IBD_payload_56_days_RDP_9901_0359","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","colitis","false"
"tofacitinib_40_RA_standard_payload_1_year_for_9901_0359_9901_0278","Request_Detail__c","string_value__c","equals","2.0","tofacitinib1.selectDiagnosis","RA","false"
"tofacitinib_40_RA_standard_payload_1_year_for_9901_0359_9901_0278","Case","status","equals","1.0","","approved","false"
"tofacitinib_40_RA_standard_payload_1_year_for_9901_0359_9901_0278","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","arthritis","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Case","status","equals","1.0","","approved","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Request_Detail__c","string_value__c","equals","4.0","tofacitinib1.UCInitialRenewal","renewal5mg","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Request_Detail__c","string_value__c","equals","5.0","tofacitinib1.selectDiagnosis","other","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Request_Detail__c","string_value__c","contains","6.0","manual.diagnosis","other","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis.secondary","renewal","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","colitis","false"
"tolterodine_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"tramacet_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"tretinoin_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tretinoin_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"trientine_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"trospium_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"Twynsta_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"Twynsta_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"TZDpio_100_Pioglitazone_Approval","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","dual therapy","false"
"TZDpio_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"TZDpio_300_Pioglitazone_Not_Approved","Request_Detail__c","string_value__c","does not contain","1.0","manual.diagnosis","dual therapy","false"
"TZDpio_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis.secondary","Initial","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Case","Status","equals","1.0","","Approved","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","equals","5.0","manual.diagnosis.secondary","Switch","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","contains","6.0","upadacitinib.atopicDermatitis.initialOrRenewalOrSwitch","initial6Months","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","contains","7.0","upadacitinib.atopicDermatitis.initialOrRenewalOrSwitch","renewal","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Atopic Dermatitis","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","Request_Detail__c","string_value__c","equals","3.0","upadacitinib.selectDiagnosis","atopicDermatitis","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis.secondary","Renewal","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","Request_Detail__c","string_value__c","contains","5.0","upadacitinib.atopicDermatitis.initialOrRenewalOrSwitch","renewal","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","Request_Detail__c","string_value__c","equals","3.0","upadacitinib.selectDiagnosis","atopicDermatitis","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Atopic Dermatitis","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","Case","Status","equals","1.0","","Approved","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Request_Detail__c","string_value__c","equals","6.0","upadacitinib.fistulizingCrohns.initialOrRenewalFC","initial45MgOnceDailyFor12WeeksThen15To30MgOnceDaily","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Crohn's disease","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Request_Detail__c","string_value__c","equals","5.0","upadacitinib.crohnsDisease.initialOrRenewalCr","initial45MgOnceDailyFor12WeeksThen15To30MgOnceDaily","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Case","Status","equals","1.0","","Approved","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis.secondary","Initial","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","Request_Detail__c","string_value__c","contains","3.0","upadacitinib.selectDiagnosis","CrohnsDisease","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Request_Detail__c","string_value__c","contains","3.0","upadacitinib.selectDiagnosis","CrohnsDisease","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Case","Status","equals","1.0","","Approved","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Request_Detail__c","string_value__c","contains","6.0","upadacitinib.fistulizingCrohns.initialOrRenewalFC","renewal","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Request_Detail__c","string_value__c","contains","5.0","upadacitinib.crohnsDisease.initialOrRenewalCr","renewal","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis.secondary","Renewal","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Crohn's disease","false"
"uste_10_PP_Initial_payload_112_days_payload","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"uste_10_PP_Initial_payload_112_days_payload","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Plaque","false"
"uste_10_PP_Initial_payload_112_days_payload","Request_Detail__c","string_value__c","equals","2.0","ustekinumabParent1.page1.plaquePsoriasis.ppInitialRenewal","initialOrSwitchRequest","false"
"uste_10_PP_Initial_payload_112_days_payload","Case","Status","equals","1.0","","Approved","false"
"uste_20_All_1_year_payloads","Case","Status","equals","1.0","","Approved","false"
"uste_20_All_1_year_payloads","Request_Detail__c","string_value__c","equals","2.0","ustekinumabParent1.page1.plaquePsoriasis.ppInitialRenewal","renewal","false"
"uste_20_All_1_year_payloads","Request_Detail__c","string_value__c","does not contain","4.0","manual.diagnosis.secondary","initial","false"
"uste_20_All_1_year_payloads","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis","Plaque","false"
"uste_20_All_1_year_payloads","Request_Detail__c","string_value__c","not equal to","3.0","manual.diagnosis","","false"
"uste_20_All_other_1_year_payloads","Case","status","equals","1.0","","approved","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","does not contain","6.0","manual.diagnosis","plaque","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","not equal to","4.0","ustekinumabParent1.page1.selectDiagnosis","PP","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","not equal to","3.0","ustekinumabParent1.page1.ppDoseSelection.PP","one","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","not equal to","2.0","ustekinumabParent1.page1.selectDiagnosis","","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","not equal to","5.0","manual.diagnosis","","false"
"uste_20_All_other_1_year_payloads","Request_Detail__c","string_value__c","does not contain","7.0","manual.diagnosis.secondary","initial","false"
"uste_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"uste_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"uste_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","plaque","false"
"uste_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","2.0","ustekinumabParent1.page1.ppDoseSelection.PP","one","false"
"ustebiosimIVSC_10_Initial_Payload_12_Weeks_","Request_Detail__c","string_value__c","not equal to","4.0","ustekinumabIvscParent.page1.selectDiagnosis","other","false"
"ustebiosimIVSC_10_Initial_Payload_12_Weeks_","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Colitis","false"
"ustebiosimIVSC_10_Initial_Payload_12_Weeks_","Case","Status","equals","1.0","","Approved","false"
"ustebiosimIVSC_10_Initial_Payload_12_Weeks_","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Crohn's","false"
"ustebiosimIVSC_20_Other_Dx_Payload","Request_Detail__c","string_value__c","equals","2.0","ustekinumabIvscParent.page1.selectDiagnosis","other","false"
"ustebiosimIVSC_20_Other_Dx_Payload","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","Other","false"
"ustebiosimIVSC_20_Other_Dx_Payload","Case","Status","equals","1.0","","Approved","false"
"ustebiosimSC_30_IBD_1_year_payloads","Request_Detail__c","string_value__c","contains","4.0","ustekinumabParent1.page1.selectDiagnosis","crohns","false"
"ustebiosimSC_30_IBD_1_year_payloads","Case","Status","equals","1.0","","Approved","false"
"ustebiosimSC_30_IBD_1_year_payloads","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Crohn's","false"
"ustebiosimSC_30_IBD_1_year_payloads","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Colitis","false"
"ustebiosimSC_30_IBD_1_year_payloads","Request_Detail__c","string_value__c","equals","5.0","ustekinumabParent1.page1.selectDiagnosis","ulcerativecolitis","false"
"ustebiosimSC_40_PsA_1_year_payloads","Request_Detail__c","string_value__c","contains","4.0","ustekinumabParent1.page1.PsoriaticArthritis.Psoriaticarhtritisinitialrenewal","renewal","false"
